142,881,4,4
150,671,3,10
61,884,4,4
67,271,1,9
178,269,2,9
61,545,3,7
183,805,3,7
163,234,3,6
110,301,2,6
158,549,1,6
69,333,4,8
158,121,3,4
80,442,1,9
135,699,2,2
135,465,2,10
154,834,2,1
98,162,4,5
141,711,3,2
171,550,2,7
78,273,3,9
175,522,4,2
161,904,3,4
100,155,4,3
152,491,1,8
170,836,2,6
97,110,3,4
134,395,2,2
71,525,1,1
180,802,1,6
181,280,4,6
103,686,4,5
55,229,4,7
183,172,3,1
171,904,1,3
69,325,4,10
109,428,4,2
88,959,3,10
116,964,1,6
57,152,2,7
78,966,4,5
91,890,3,7
91,597,4,8
72,857,2,9
135,659,1,6
74,306,2,2
61,967,3,6
71,975,3,8
61,921,1,5
77,310,1,3
81,525,2,8
162,700,3,6
152,321,3,3
118,638,4,10
62,246,4,3
62,545,4,5
95,781,2,6
167,233,1,9
89,724,4,5
74,862,2,7
54,890,1,1
102,565,4,10
188,758,1,5
200,329,3,2
160,990,2,9
100,355,2,8
51,326,1,3
84,623,2,1
185,643,1,7
108,543,1,3
97,556,3,10
200,338,4,5
167,456,2,1
70,749,3,4
111,543,4,8
169,389,4,5
126,310,4,5
124,610,2,2
137,455,4,6
53,364,4,9
82,312,2,5
56,167,3,4
79,565,1,5
74,283,2,10
193,349,1,10
89,998,4,4
74,829,2,10
58,693,4,7
117,693,1,3
165,702,4,9
58,275,4,8
109,854,4,3
87,445,2,8
117,247,2,1
149,518,2,4
172,886,1,10
136,150,4,7
159,478,3,2
131,660,1,7
143,711,2,6
105,584,3,9
140,434,1,10
65,509,4,6
178,135,1,9
168,711,3,7
178,512,1,6
199,222,4,1
90,455,4,10
128,691,1,4
58,259,1,8
120,470,4,1
86,474,3,6
131,539,4,1
175,787,1,5
62,819,2,4
83,868,3,8
94,971,2,1
181,647,2,3
157,963,1,3
123,170,2,8
71,953,2,4
74,597,2,3
92,189,4,4
199,176,1,6
53,221,3,4
70,356,4,6
186,862,1,1
56,483,1,5
53,770,3,1
188,122,3,7
70,804,1,1
151,267,1,2
70,825,2,9
126,447,4,2
178,788,2,7
83,195,1,10
120,491,3,7
74,864,1,10
109,600,1,10
67,320,3,5
142,636,3,2
160,587,1,10
184,862,4,1
135,498,3,4
55,985,2,2
63,689,2,7
177,651,4,2
165,240,3,9
131,532,2,6
142,303,3,2
79,226,3,1
146,384,4,3
119,943,3,6
173,364,1,5
61,421,1,9
138,227,3,4
149,968,3,8
199,183,1,4
79,830,3,9
91,854,3,7
71,256,4,7
194,794,2,2
62,941,2,3
192,859,2,2
58,379,4,4
199,820,4,2
117,353,2,6
93,541,1,2
87,900,1,4
164,952,2,7
130,976,4,6
104,196,4,8
182,317,4,2
122,475,1,3
172,809,4,1
138,181,3,6
103,884,2,4
66,593,1,3
56,215,3,2
95,106,1,5
71,112,4,10
156,152,3,5
183,298,1,2
177,265,4,7
142,408,1,4
53,364,2,10
74,867,1,5
173,303,4,8
140,969,3,8
65,431,1,2
181,398,2,1
107,935,1,1
144,177,1,6
62,134,4,1
82,948,1,8
75,409,3,5
156,787,2,3
93,609,1,9
139,344,1,4
171,496,2,2
150,515,2,4
96,982,3,3
185,691,1,4
121,838,3,1
143,534,1,6
102,461,2,9
52,541,4,9
169,638,2,10
164,437,2,10
182,297,2,8
179,663,2,1
66,298,2,3
86,126,3,6
83,358,4,8
195,945,2,3
137,993,1,3
54,551,2,7
140,179,4,2
181,970,2,5
96,803,3,9
121,451,2,1
89,693,1,7
84,693,2,2
154,995,1,1
181,467,4,9
180,531,1,4
56,902,3,10
117,630,2,10
101,344,3,5
64,912,2,5
189,710,4,9
86,372,1,10
127,374,1,6
126,323,4,10
154,845,4,4
126,761,3,5
99,538,2,6
143,838,2,9
88,932,1,6
138,650,3,4
93,421,3,9
90,695,4,10
70,142,2,4
98,478,4,3
163,834,1,9
77,966,4,8
128,540,3,3
134,485,4,7
104,948,4,8
189,905,4,9
85,825,3,7
169,136,4,10
80,592,4,3
196,279,2,2
121,898,4,3
199,106,2,3
58,833,4,1
78,316,3,10
169,975,1,7
77,322,2,8
51,277,4,7
135,258,2,10
55,998,4,3
169,775,4,9
179,590,1,2
86,134,4,3
173,279,4,10
73,351,1,7
177,332,4,9
170,958,4,10
90,114,4,4
109,477,2,7
171,572,1,8
50,694,2,5
122,611,2,4
185,356,3,6
108,140,4,7
151,614,3,5
149,156,2,9
159,226,3,3
139,648,2,4
60,274,3,8
56,181,3,3
75,932,1,3
52,110,4,3
128,823,4,8
179,244,3,7
139,889,2,4
80,660,4,7
106,279,2,1
120,158,4,8
82,676,1,4
138,179,4,1
112,216,1,9
135,566,1,9
117,428,4,7
65,853,4,9
126,844,1,9
197,609,4,7
165,855,4,10
99,860,4,8
156,647,2,1
170,584,2,4
155,560,4,7
197,125,4,6
162,995,3,6
97,838,2,4
172,781,3,8
158,725,1,7
169,639,4,3
134,192,2,3
109,345,1,2
65,191,1,8
170,650,4,7
190,467,2,4
127,938,2,1
129,894,2,10
54,169,2,8
157,935,1,6
114,390,3,2
84,720,4,4
83,876,4,7
185,353,1,5
179,679,1,7
184,604,2,7
194,814,3,10
84,595,4,1
63,861,3,7
65,652,4,5
136,273,4,9
159,707,3,9
114,699,2,5
105,347,4,4
131,107,4,2
163,402,4,4
69,230,4,8
120,687,3,4
76,119,3,10
186,513,1,5
53,365,4,2
89,915,3,5
173,779,2,1
127,258,2,3
87,149,4,3
155,905,2,9
145,533,3,8
109,160,1,7
83,734,4,6
174,390,4,1
132,701,3,7
122,848,2,10
61,499,1,5
199,671,1,10
59,622,2,1
174,592,1,1
199,630,2,8
148,258,1,10
76,129,2,7
187,678,2,9
122,323,2,2
73,950,2,7
54,741,3,8
129,230,3,6
64,488,3,5
55,172,1,8
193,123,4,6
80,308,2,9
122,622,2,7
184,174,2,6
57,613,4,8
119,453,2,8
133,163,3,10
132,310,2,2
87,878,4,2
52,290,4,4
115,708,4,9
155,904,4,8
193,778,1,10
187,435,2,5
51,333,3,1
125,520,3,4
62,833,3,6
178,335,2,2
176,658,1,8
109,475,3,4
177,813,1,3
192,223,1,6
60,238,1,6
153,139,4,3
173,801,3,9
159,253,2,10
114,285,3,9
67,822,3,5
172,258,2,9
177,107,3,1
129,820,2,4
196,595,2,1
60,169,1,5
111,921,3,10
176,354,2,1
188,793,3,3
90,244,2,4
81,706,4,6
138,308,2,3
71,592,1,6
172,495,1,1
172,168,2,8
145,874,1,1
200,713,4,10
54,891,3,5
188,237,4,8
51,585,1,1
159,385,2,8
150,319,3,4
163,636,1,1
172,457,4,7
113,590,4,2
74,617,3,2
200,644,2,3
89,926,4,2
181,115,4,5
110,638,1,9
59,578,4,5
162,258,1,4
112,343,4,8
92,553,4,9
77,959,2,1
120,988,2,6
109,357,2,8
142,110,3,6
50,247,3,4
136,566,4,7
104,553,4,1
185,319,1,10
108,152,2,10
123,800,4,5
165,321,2,5
138,323,4,10
193,192,4,3
64,486,3,2
67,459,3,4
69,739,4,10
196,708,3,1
171,401,1,5
94,362,3,3
115,169,3,4
119,774,4,4
191,456,4,2
75,689,2,9
98,297,3,10
168,980,4,8
109,345,1,6
86,935,1,2
97,328,3,10
152,768,4,5
105,385,4,4
78,202,2,8
97,353,3,7
69,897,3,1
142,982,3,2
81,179,3,2
183,718,2,7
192,789,4,7
120,614,4,2
78,693,1,1
92,175,1,9
111,325,3,3
184,517,3,3
95,848,3,10
55,263,3,1
182,427,3,2
157,567,1,1
91,397,4,7
120,449,4,9
161,279,4,10
125,534,4,9
157,223,2,2
153,741,3,3
148,478,3,8
59,573,4,8
53,159,3,10
123,807,1,10
95,713,3,2
75,375,2,6
62,549,4,4
179,633,2,8
155,973,2,7
115,150,2,1
87,699,2,2
98,116,2,10
117,229,1,8
166,796,1,4
55,288,1,4
190,572,1,5
141,145,3,4
156,663,4,5
139,450,4,6
63,707,4,6
174,203,2,4
167,717,3,7
186,210,4,9
61,268,4,1
120,278,3,7
65,246,4,3
116,785,3,6
114,929,1,1
66,295,3,10
172,803,3,3
93,845,2,3
189,756,3,4
116,672,2,6
52,608,4,9
132,707,2,2
140,999,1,5
156,775,4,9
65,134,4,7
184,901,1,4
101,808,1,10
164,505,4,10
94,995,4,6
88,770,4,8
103,726,4,3
71,779,1,7
175,351,3,10
100,296,2,1
126,758,1,2
180,821,2,5
52,109,3,5
71,606,4,3
106,947,4,8
117,327,4,4
122,455,1,6
50,859,4,10
74,520,4,10
63,811,4,10
148,549,1,9
112,915,1,2
123,461,1,2
80,399,1,6
68,289,2,2
64,789,1,2
192,202,2,4
120,997,1,5
151,740,4,1
158,275,3,10
135,224,3,8
119,460,2,4
146,985,2,6
138,937,2,5
63,596,1,6
200,739,3,4
142,810,4,9
146,865,2,7
71,389,4,7
125,366,3,4
183,272,1,9
105,637,3,10
80,888,1,5
73,838,1,1
151,493,1,7
152,959,2,7
143,404,4,2
112,293,4,6
169,372,3,6
116,845,3,8
92,754,2,4
156,452,3,10
133,713,4,2
177,215,3,8
104,311,1,4
123,849,3,3
122,549,4,2
69,139,3,10
182,240,1,6
194,900,4,2
195,824,3,5
179,729,2,3
87,351,4,5
107,630,2,3
77,733,1,2
113,714,2,6
136,142,2,1
78,507,1,7
113,154,1,9
173,180,3,1
68,260,4,1
74,543,2,1
89,316,3,10
104,640,1,2
123,200,1,2
124,832,4,10
137,576,2,2
128,553,3,9
176,732,3,3
80,777,1,9
56,220,3,4
120,635,1,5
65,752,1,2
182,902,3,9
190,185,1,3
107,854,2,3
55,440,2,10
171,932,3,5
164,718,2,9
102,695,1,3
92,405,3,7
165,760,2,2
55,918,1,7
167,289,2,7
130,570,1,5
146,914,3,7
82,448,4,6
76,408,1,10
112,801,4,10
160,227,4,10
76,349,2,10
72,456,4,3
137,428,3,4
80,175,3,3
140,480,2,2
126,862,4,5
160,765,1,2
140,369,2,3
100,477,1,5
126,575,3,3
141,872,4,8
162,720,3,10
68,260,4,10
180,612,2,2
200,563,4,5
182,436,1,1
176,951,3,3
145,433,1,6
174,303,3,8
115,657,3,3
148,722,1,6
153,767,2,1
77,631,1,8
120,575,4,4
86,872,2,5
171,313,1,7
118,590,2,2
192,523,4,4
98,157,4,9
70,522,4,10
118,236,1,6
165,891,3,1
171,701,1,3
54,479,1,5
148,741,2,5
69,768,2,6
190,889,1,2
53,884,1,1
102,791,4,3
189,836,3,6
95,961,4,10
195,357,2,8
68,533,3,10
120,550,2,4
131,262,3,1
192,993,3,5
60,389,3,4
159,115,2,3
104,501,3,7
97,323,1,6
119,858,4,4
78,664,2,1
166,865,3,4
82,804,4,3
66,531,1,2
112,489,1,7
79,549,1,8
177,113,2,1
77,245,3,7
117,558,4,1
81,256,3,4
73,577,2,9
184,726,2,8
77,372,4,2
173,485,3,6
197,186,2,10
111,999,1,5
60,651,4,10
155,211,1,9
95,114,3,5
173,830,4,2
159,568,3,6
149,953,1,7
182,600,2,4
93,408,2,7
100,882,4,8
128,626,1,3
148,517,1,7
96,519,2,10
86,386,2,9
152,782,3,2
83,440,4,10
66,577,1,7
119,937,4,4
149,865,1,6
62,282,2,7
79,818,3,6
166,370,1,10
184,315,3,4
119,466,2,10
65,315,1,3
191,598,4,8
184,810,4,4
169,241,1,2
81,383,4,3
169,541,1,10
97,374,1,1
146,279,3,4
187,868,4,3
150,310,4,6
178,976,1,7
174,706,1,1
156,383,2,9
62,442,4,9
117,445,3,9
186,554,4,6
166,883,2,9
191,632,2,7
60,466,1,1
142,867,2,7
132,908,3,8
71,393,1,5
65,266,1,3
110,672,2,5
126,445,2,9
86,703,2,1
191,327,1,8
151,620,1,4
91,219,3,7
141,649,3,4
156,655,4,5
186,509,2,3
189,320,3,5
179,434,4,5
142,876,1,4
93,713,3,2
107,841,4,3
83,267,4,4
63,533,2,5
190,331,4,10
89,380,3,5
95,170,4,5
185,462,2,1
105,848,4,1
169,820,4,5
60,479,3,6
152,994,2,4
117,945,2,7
61,738,1,5
137,806,1,4
200,841,4,5
86,575,3,2
137,199,4,2
63,880,3,6
71,185,3,1
68,774,4,4
187,570,3,3
87,145,3,9
91,185,3,3
145,286,3,6
178,460,1,10
189,399,1,8
127,579,4,6
85,355,3,5
151,827,3,5
101,854,4,5
52,185,4,9
153,149,4,10
173,873,4,7
72,722,3,1
148,820,1,2
52,781,3,8
159,441,2,5
57,820,2,10
196,212,4,1
197,677,3,4
68,763,1,10
154,964,3,7
102,540,1,2
154,274,4,10
133,356,2,9
90,520,1,8
199,146,1,4
157,618,4,2
85,129,3,10
158,194,1,4
144,510,3,6
199,577,2,8
93,988,4,7
193,905,1,4
127,473,4,1
192,391,1,4
81,487,3,10
169,560,4,3
158,228,3,1
99,394,1,1
176,956,4,6
96,852,2,4
69,272,1,6
175,155,1,10
124,803,2,5
84,787,4,2
103,712,3,10
115,456,1,7
156,648,4,4
167,205,1,2
183,845,4,10
54,691,4,3
52,808,3,1
51,231,2,5
127,494,1,4
156,724,4,2
127,424,2,5
177,513,1,7
157,323,3,10
63,729,3,8
112,323,1,3
166,207,3,5
148,180,1,8
197,496,1,4
93,669,2,4
148,282,2,4
159,559,4,5
192,717,4,3
129,877,4,2
96,527,3,6
99,477,1,2
190,299,4,8
98,696,2,4
130,250,3,6
123,168,4,10
131,599,4,8
52,296,1,8
90,565,3,2
107,684,4,2
69,664,4,5
178,677,4,3
84,737,1,4
78,746,3,9
110,446,4,5
82,427,4,6
84,605,3,3
108,274,3,3
127,558,4,10
94,652,2,4
200,929,1,1
174,767,4,8
109,513,4,8
72,620,1,1
62,805,2,6
161,903,2,8
126,838,4,5
101,130,3,2
129,755,1,2
83,232,3,8
120,202,3,4
175,425,4,9
162,182,3,4
200,145,2,4
171,139,1,2
144,496,3,8
151,481,2,6
72,803,1,7
131,114,2,1
144,978,3,7
76,381,1,10
176,343,4,8
127,310,4,1
69,204,1,7
58,804,4,7
91,788,4,3
107,577,2,7
178,878,3,2
155,762,2,8
105,779,1,4
56,650,3,8
93,860,2,1
109,344,1,1
61,933,3,8
144,536,2,5
156,659,3,4
153,998,2,6
183,450,3,3
129,800,3,10
157,129,2,9
156,874,1,10
154,223,4,7
175,760,2,5
76,872,1,10
137,670,4,6
65,995,4,1
155,876,4,2
175,581,3,3
103,316,1,4
173,124,3,1
141,208,1,1
98,336,4,7
67,384,2,5
178,411,3,7
133,287,3,5
186,897,1,10
182,974,4,10
108,334,2,7
173,875,1,4
140,598,2,9
50,473,3,2
62,712,2,10
109,754,2,3
52,905,3,9
146,474,1,4
100,232,1,3
176,441,1,10
136,394,4,1
184,329,2,6
138,674,2,6
127,489,3,4
137,981,2,2
98,575,4,4
81,901,2,4
191,281,1,3
141,492,1,6
131,129,3,9
177,449,2,5
116,973,2,4
151,261,1,6
83,850,2,7
170,502,1,9
144,663,4,10
185,922,1,8
129,468,2,3
133,849,2,1
172,711,2,8
187,337,1,4
103,603,2,9
154,133,1,2
78,229,4,3
153,232,3,10
61,498,3,6
126,989,4,10
154,945,1,3
82,872,1,5
114,954,4,9
153,658,2,3
87,665,1,4
142,611,3,7
91,292,4,2
189,818,4,1
143,514,4,4
58,654,4,7
140,784,3,7
97,377,2,5
100,945,4,8
89,909,1,8
157,789,3,6
83,791,3,5
54,212,2,1
142,827,1,1
53,932,1,7
80,820,3,10
142,655,1,1
52,965,4,10
83,160,3,4
87,751,2,3
125,188,1,10
112,322,1,10
90,441,1,9
104,748,2,2
147,402,2,7
192,416,1,9
73,379,2,8
199,141,4,5
92,606,2,3
180,386,3,10
139,184,2,5
118,377,3,4
84,817,4,3
55,111,3,5
180,910,3,5
144,108,1,10
148,403,2,7
97,996,1,10
183,326,2,5
64,131,2,1
91,108,1,3
119,407,1,9
132,167,3,9
74,368,2,7
150,480,4,4
190,959,4,3
148,948,1,1
185,302,3,1
172,143,1,5
86,278,3,6
103,942,3,1
105,656,2,5
136,861,2,2
84,461,4,7
135,131,3,4
147,338,1,1
54,859,1,9
188,202,4,9
187,171,3,3
96,511,2,8
160,740,1,10
89,318,1,3
64,603,4,7
101,839,3,7
107,207,3,2
130,138,4,7
58,662,4,7
71,671,2,10
84,894,4,4
135,409,3,6
161,321,2,10
80,691,1,6
163,438,2,4
160,430,4,8
196,893,4,4
137,407,1,9
174,593,2,8
161,250,4,10
80,344,3,1
138,205,1,9
163,390,3,7
73,162,3,10
146,446,4,8
143,353,2,6
165,483,2,10
169,196,2,10
112,829,3,9
183,581,2,4
54,464,3,8
186,847,4,2
133,927,3,3
162,374,2,5
192,274,4,1
68,592,2,5
77,506,1,10
106,981,2,4
151,753,3,7
99,973,1,9
167,893,2,9
150,534,3,4
158,565,4,8
84,393,1,3
191,202,2,5
194,354,3,8
144,196,1,2
184,981,4,2
115,405,3,6
115,107,1,10
92,993,2,8
60,886,2,1
62,825,3,10
190,127,2,5
97,867,2,10
101,303,1,8
87,172,1,3
199,590,2,6
149,746,3,7
83,792,4,10
88,297,2,9
146,871,1,1
77,680,4,9
197,634,1,9
166,112,1,1
77,441,4,6
69,168,3,3
136,693,3,9
109,259,4,1
57,745,4,9
109,272,4,1
77,342,4,10
131,301,1,6
88,438,1,3
113,818,1,10
183,621,1,8
146,319,2,6
109,192,2,6
142,352,3,5
62,538,2,10
191,448,2,8
163,159,4,8
93,358,3,9
190,368,2,5
51,864,1,10
137,917,3,4
162,640,2,1
132,493,1,7
51,579,2,3
173,270,3,10
165,572,1,7
103,458,4,4
191,321,2,3
154,330,3,6
186,988,2,1
72,467,2,4
187,217,1,9
63,756,3,2
50,918,3,7
87,464,1,10
152,695,2,8
114,667,3,5
98,502,1,2
130,227,2,2
119,862,4,3
176,437,1,10
136,702,4,3
113,358,1,7
103,640,4,9
98,655,1,9
109,600,4,2
185,770,2,5
71,398,1,9
160,540,4,5
119,309,1,3
106,712,1,5
62,698,1,10
75,682,4,9
172,106,1,3
148,834,2,10
103,704,1,5
188,576,1,9
132,833,1,1
180,847,2,9
152,299,2,4
71,115,3,8
145,888,1,8
95,791,3,4
197,549,4,6
148,610,3,7
156,665,4,1
105,624,1,10
100,914,4,5
58,593,4,6
151,987,3,3
125,769,2,3
102,222,1,10
96,405,2,6
111,406,2,2
58,467,3,5
58,355,4,9
109,874,1,10
152,444,4,6
100,720,3,10
117,757,2,10
169,137,1,10
52,203,1,1
131,563,4,3
188,154,2,4
125,687,1,7
163,281,1,1
169,727,3,6
121,159,2,6
130,355,3,4
130,935,1,5
93,663,1,8
79,475,4,1
120,618,4,6
181,398,2,6
106,886,3,3
159,153,2,8
173,250,4,5
193,797,3,8
171,566,2,5
85,610,4,3
76,486,1,3
92,213,4,4
198,773,4,10
166,919,2,2
139,550,1,6
82,269,3,6
110,319,1,6
81,498,1,3
75,679,1,3
83,921,4,8
198,323,3,2
195,358,3,4
149,828,1,3
158,369,1,5
163,494,1,8
142,937,4,9
127,465,4,3
121,313,4,8
107,908,4,5
102,849,4,9
128,545,1,1
99,855,2,10
60,963,1,10
163,319,1,7
135,174,1,3
76,273,1,8
100,272,1,6
155,706,1,2
101,175,3,7
65,167,3,8
60,365,2,2
169,860,3,1
159,330,3,6
136,291,3,8
158,611,3,6
65,968,2,5
151,708,1,9
120,699,1,10
127,992,1,6
179,838,4,8
76,496,4,1
190,906,4,2
199,619,2,4
152,478,2,5
111,214,2,2
198,782,3,8
133,213,3,6
184,846,4,1
109,430,1,8
119,373,2,7
83,921,1,2
168,563,3,3
94,162,3,9
158,126,1,4
152,269,3,8
78,549,1,5
176,370,3,6
96,404,2,3
95,423,3,5
97,132,1,10
177,454,1,2
76,685,1,8
125,695,3,9
200,732,4,2
110,640,4,8
152,568,2,10
95,346,2,8
142,691,1,4
156,560,2,8
166,253,1,7
52,973,4,4
159,689,3,4
191,350,3,6
193,904,4,5
77,647,3,5
119,840,3,7
123,502,2,8
192,681,3,9
167,570,2,10
63,576,4,9
141,269,1,5
196,693,3,2
128,857,4,9
123,994,2,10
196,727,1,6
153,141,4,4
146,177,2,1
58,927,2,1
87,856,3,4
90,325,4,4
133,776,3,5
183,309,2,5
186,319,2,9
186,932,4,1
81,313,4,10
136,802,3,1
159,554,3,5
116,245,2,3
98,209,4,3
125,203,2,8
57,435,3,10
53,373,2,10
62,888,2,4
73,316,4,10
70,979,3,3
147,276,3,7
65,658,1,4
67,419,4,9
176,931,3,3
123,288,4,1
142,170,3,5
92,330,1,10
200,658,3,9
53,536,3,1
199,931,1,9
75,440,1,10
112,452,2,1
134,781,1,4
131,449,3,8
140,176,1,3
109,134,2,1
99,315,2,1
148,124,1,6
165,357,2,4
66,488,2,7
179,257,1,6
82,788,4,6
195,643,3,1
64,462,2,8
135,963,2,9
103,233,2,2
196,832,3,4
97,309,2,10
117,466,3,8
132,371,2,10
98,547,3,10
129,441,4,5
157,734,2,9
58,524,3,2
122,350,3,2
195,368,3,10
106,396,1,9
148,968,3,10
96,919,1,1
168,466,1,1
118,828,4,5
176,508,1,9
132,606,1,10
94,157,2,8
193,897,4,9
83,434,1,6
180,677,3,4
130,290,3,7
70,716,4,6
118,437,4,5
94,780,3,4
64,653,2,5
122,500,1,10
121,390,2,10
116,555,2,9
181,692,1,1
141,124,2,3
60,443,3,7
93,214,2,10
121,624,3,1
142,829,4,6
196,110,2,1
75,872,2,5
73,615,3,3
88,240,2,6
81,228,3,6
